"Time stamp","Tablero A   (kW)","OLG02 - CDMX Santa Fe - 204 temperatures (℃)"
"2018-12-01 00:00","0.0","13.7"
"2018-12-01 00:15","0.0","13.7"
"2018-12-01 00:30","0.0","13.7"
"2018-12-01 00:45","0.0","13.7"
"2018-12-01 01:00","0.0","13.4"
"2018-12-01 01:15","0.0","13.4"
"2018-12-01 01:30","0.0","13.4"
"2018-12-01 01:45","0.0","13.4"
"2018-12-01 02:00","0.0","13.2"
"2018-12-01 02:15","0.0","13.2"
"2018-12-01 02:30","0.0","13.2"
"2018-12-01 02:45","0.0","13.2"
"2018-12-01 03:00","0.0","12.0"
"2018-12-01 03:15","0.0","12.0"
"2018-12-01 03:30","0.0","12.0"
"2018-12-01 03:45","0.0","12.0"
"2018-12-01 04:00","0.0","11.2"
"2018-12-01 04:15","0.0","11.2"
"2018-12-01 04:30","0.0","11.2"
"2018-12-01 04:45","0.0","11.2"
"2018-12-01 05:00","0.0","9.9"
"2018-12-01 05:15","0.0","9.9"
"2018-12-01 05:30","0.0","9.9"
"2018-12-01 05:45","0.0","9.9"
"2018-12-01 06:00","0.0","9.2"
"2018-12-01 06:15","0.0","9.2"
"2018-12-01 06:30","0.0","9.2"
"2018-12-01 06:45","0.0","9.2"
"2018-12-01 07:00","0.0","16.1"
"2018-12-01 07:15","0.0","16.1"
"2018-12-01 07:30","0.0","16.1"
"2018-12-01 07:45","0.0","16.1"
"2018-12-01 08:00","0.0","21.1"
"2018-12-01 08:15","1.22","21.1"
"2018-12-01 08:30","2.18","21.1"
"2018-12-01 08:45","2.12","21.1"
"2018-12-01 09:00","2.12","22.0"
"2018-12-01 09:15","2.22","22.0"
"2018-12-01 09:30","2.22","22.0"
"2018-12-01 09:45","2.38","22.0"
"2018-12-01 10:00","2.35","18.1"
"2018-12-01 10:15","2.36","18.1"
"2018-12-01 10:30","2.34","18.1"
"2018-12-01 10:45","2.45","18.1"
"2018-12-01 11:00","2.37","15.9"
"2018-12-01 11:15","2.35","15.9"
"2018-12-01 11:30","2.36","15.9"
"2018-12-01 11:45","2.43","15.9"
"2018-12-01 12:00","2.63","15.9"
"2018-12-01 12:15","2.53","15.9"
"2018-12-01 12:30","2.48","15.9"
"2018-12-01 12:45","2.73","15.9"
"2018-12-01 13:00","3.86","14.2"
"2018-12-01 13:15","3.93","14.2"
"2018-12-01 13:30","4.04","14.2"
"2018-12-01 13:45","4.1","14.2"
"2018-12-01 14:00","4.04","13.8"
"2018-12-01 14:15","4.06","13.8"
"2018-12-01 14:30","4.1","13.8"
"2018-12-01 14:45","4.18","13.8"
"2018-12-01 15:00","4.11","13.8"
"2018-12-01 15:15","4.11","13.8"
"2018-12-01 15:30","4.13","13.8"
"2018-12-01 15:45","3.99","13.8"
"2018-12-01 16:00","4.03","13.8"
"2018-12-01 16:15","4.03","13.8"
"2018-12-01 16:30","4.09","13.8"
"2018-12-01 16:45","4.05","13.8"
"2018-12-01 17:00","4.21","13.4"
"2018-12-01 17:15","4.05","13.4"
"2018-12-01 17:30","4.01","13.4"
"2018-12-01 17:45","4.05","13.4"
"2018-12-01 18:00","3.77","13.4"
"2018-12-01 18:15","3.75",""
"2018-12-01 18:30","3.72",""
"2018-12-01 18:45","3.75",""
"2018-12-01 19:00","3.85",""
"2018-12-01 19:15","3.88",""
"2018-12-01 19:30","3.82",""
"2018-12-01 19:45","3.83",""
"2018-12-01 20:00","3.81",""
"2018-12-01 20:15","3.84",""
"2018-12-01 20:30","3.85",""
"2018-12-01 20:45","3.83",""
"2018-12-01 21:00","3.86",""
"2018-12-01 21:15","3.87",""
"2018-12-01 21:30","3.82",""
"2018-12-01 21:45","3.85",""
"2018-12-01 22:00","3.82",""
"2018-12-01 22:15","3.12",""
"2018-12-01 22:30","2.57",""
"2018-12-01 22:45","1.39",""
"2018-12-01 23:00","0.0","13.4"
"2018-12-01 23:15","0.0","13.4"
"2018-12-01 23:30","0.0","13.4"
"2018-12-01 23:45","0.0","13.4"
"2018-12-02 00:00","0.0","12.1"
"2018-12-02 00:15","0.0","12.1"
"2018-12-02 00:30","0.0","12.1"
"2018-12-02 00:45","0.0","12.1"
"2018-12-02 01:00","0.0","11.3"
"2018-12-02 01:15","0.0","11.3"
"2018-12-02 01:30","0.0","11.3"
"2018-12-02 01:45","0.0","11.3"
"2018-12-02 02:00","0.0","11.3"
