"Time stamp","Tablero A   (kW)","OLG02 - CDMX Santa Fe - 204 temperatures (℃)"
"2018-08-01 00:00","0.0","12.6"
"2018-08-01 00:15","0.0","12.6"
"2018-08-01 00:30","0.0","12.6"
"2018-08-01 00:45","0.0","12.6"
"2018-08-01 01:00","0.0","12.7"
"2018-08-01 01:15","0.0","12.7"
"2018-08-01 01:30","0.0","12.7"
"2018-08-01 01:45","0.0","12.7"
"2018-08-01 02:00","0.0","12.8"
"2018-08-01 02:15","0.0","12.8"
"2018-08-01 02:30","0.0","12.8"
"2018-08-01 02:45","0.0","12.8"
"2018-08-01 03:00","0.0","12.8"
"2018-08-01 03:15","0.0","12.8"
"2018-08-01 03:30","0.0","12.8"
"2018-08-01 03:45","0.0","12.8"
"2018-08-01 04:00","0.0","13.1"
"2018-08-01 04:15","0.0","13.1"
"2018-08-01 04:30","0.0","13.1"
"2018-08-01 04:45","0.0","13.1"
"2018-08-01 05:00","0.0","12.9"
"2018-08-01 05:15","0.0","12.9"
"2018-08-01 05:30","0.0","12.9"
"2018-08-01 05:45","0.0","12.9"
"2018-08-01 06:00","0.0","12.8"
"2018-08-01 06:15","0.0","12.8"
"2018-08-01 06:30","0.0","12.8"
"2018-08-01 06:45","0.0","12.8"
"2018-08-01 07:00","0.0","12.1"
"2018-08-01 07:15","0.0","12.1"
"2018-08-01 07:30","0.0","12.1"
"2018-08-01 07:45","0.0","12.1"
"2018-08-01 08:00","0.0","13.3"
"2018-08-01 08:15","0.0","13.3"
"2018-08-01 08:30","0.0","13.3"
"2018-08-01 08:45","0.0","13.3"
"2018-08-01 09:00","1.1","15.6"
"2018-08-01 09:15","1.83","15.6"
"2018-08-01 09:30","1.86","15.6"
"2018-08-01 09:45","2.04","15.6"
"2018-08-01 10:00","2.32","19.6"
"2018-08-01 10:15","1.91","19.6"
"2018-08-01 10:30","2.35","19.6"
"2018-08-01 10:45","2.4","19.6"
"2018-08-01 11:00","2.42","22.4"
"2018-08-01 11:15","2.34","22.4"
"2018-08-01 11:30","2.39","22.4"
"2018-08-01 11:45","2.38","22.4"
"2018-08-01 12:00","2.4","26.2"
"2018-08-01 12:15","2.49","26.2"
"2018-08-01 12:30","2.55","26.2"
"2018-08-01 12:45","2.9","26.2"
"2018-08-01 13:00","3.74","28.6"
"2018-08-01 13:15","4.05","28.6"
"2018-08-01 13:30","4.12","28.6"
"2018-08-01 13:45","3.77","28.6"
"2018-08-01 14:00","4.07","30.0"
"2018-08-01 14:15","3.82","30.0"
"2018-08-01 14:30","4.09","30.0"
"2018-08-01 14:45","3.81","30.0"
"2018-08-01 15:00","4.04","29.1"
"2018-08-01 15:15","4.07","29.1"
"2018-08-01 15:30","4.05","29.1"
"2018-08-01 15:45","4.08","29.1"
"2018-08-01 16:00","4.04","24.1"
"2018-08-01 16:15","4.11","24.1"
"2018-08-01 16:30","4.11","24.1"
"2018-08-01 16:45","4.15","24.1"
"2018-08-01 17:00","4.28","22.2"
"2018-08-01 17:15","4.16","22.2"
"2018-08-01 17:30","4.1","22.2"
"2018-08-01 17:45","4.12","22.2"
"2018-08-01 18:00","3.87","21.4"
"2018-08-01 18:15","3.53","21.4"
"2018-08-01 18:30","3.56","21.4"
"2018-08-01 18:45","3.46","21.4"
"2018-08-01 19:00","3.74","20.2"
"2018-08-01 19:15","3.72","20.2"
"2018-08-01 19:30","3.83","20.2"
"2018-08-01 19:45","3.7","20.2"
"2018-08-01 20:00","3.74","18.3"
"2018-08-01 20:15","3.7","18.3"
"2018-08-01 20:30","3.7","18.3"
"2018-08-01 20:45","3.64","18.3"
"2018-08-01 21:00","3.73","17.2"
"2018-08-01 21:15","3.72","17.2"
"2018-08-01 21:30","3.73","17.2"
"2018-08-01 21:45","3.68","17.2"
"2018-08-01 22:00","3.66","16.4"
"2018-08-01 22:15","3.77","16.4"
"2018-08-01 22:30","3.73","16.4"
"2018-08-01 22:45","2.24","16.4"
"2018-08-01 23:00","0.0","15.4"
"2018-08-01 23:15","0.0","15.4"
"2018-08-01 23:30","0.0","15.4"
"2018-08-01 23:45","0.0","15.4"
"2018-08-02 00:00","0.0","14.6"
"2018-08-02 00:15","0.0","14.6"
"2018-08-02 00:30","0.0","14.6"
"2018-08-02 00:45","0.0","14.6"
"2018-08-02 01:00","0.0","14.3"
"2018-08-02 01:15","0.0","14.3"
"2018-08-02 01:30","0.0","14.3"
"2018-08-02 01:45","0.0","14.3"
"2018-08-02 02:00","0.0","14.3"
"2018-08-02 02:15","0.0","14.3"
"2018-08-02 02:30","0.0","14.3"
"2018-08-02 02:45","0.0","14.3"
"2018-08-02 03:00","0.0","14.2"
"2018-08-02 03:15","0.0","14.2"
"2018-08-02 03:30","0.0","14.2"
"2018-08-02 03:45","0.0","14.2"
