"Time stamp","Tablero A   (kW)","OLG02 - CDMX Santa Fe - 204 temperatures (℃)"
"2019-11-01 00:00","0.0","11.78"
"2019-11-01 00:15","0.0","11.78"
"2019-11-01 00:30","0.0","11.78"
"2019-11-01 00:45","0.0","11.78"
"2019-11-01 01:00","0.0","10.76"
"2019-11-01 01:15","0.0","10.76"
"2019-11-01 01:30","0.0","10.76"
"2019-11-01 01:45","0.0","10.76"
"2019-11-01 02:00","0.0","10.74"
"2019-11-01 02:15","0.0","10.74"
"2019-11-01 02:30","0.0","10.74"
"2019-11-01 02:45","0.0","10.74"
"2019-11-01 03:00","0.0","10.74"
"2019-11-01 03:15","0.0","10.74"
"2019-11-01 03:30","0.0","10.74"
"2019-11-01 03:45","0.0","10.74"
"2019-11-01 04:00","0.0","10.75"
"2019-11-01 04:15","0.0","10.75"
"2019-11-01 04:30","0.0","10.75"
"2019-11-01 04:45","0.0","10.75"
"2019-11-01 05:00","0.0","10.75"
"2019-11-01 05:15","0.0","10.75"
"2019-11-01 05:30","0.0","10.75"
"2019-11-01 05:45","0.0","10.75"
"2019-11-01 06:00","0.0","10.51"
"2019-11-01 06:15","0.0","10.51"
"2019-11-01 06:30","0.4103","10.51"
"2019-11-01 06:45","2.19","10.51"
"2019-11-01 07:00","2.17","11.18"
"2019-11-01 07:15","2.21","11.18"
"2019-11-01 07:30","2.34","11.18"
"2019-11-01 07:45","3.62","11.18"
"2019-11-01 08:00","4.3","11.3"
"2019-11-01 08:15","4.31","11.3"
"2019-11-01 08:30","4.36","11.3"
"2019-11-01 08:45","4.4","11.3"
"2019-11-01 09:00","3.79","12.87"
"2019-11-01 09:15","3.36","12.87"
"2019-11-01 09:30","3.82","12.87"
"2019-11-01 09:45","4.05","12.87"
"2019-11-01 10:00","4.09","14.87"
"2019-11-01 10:15","3.99","14.87"
"2019-11-01 10:30","4.13","14.87"
"2019-11-01 10:45","4.22","14.87"
"2019-11-01 11:00","4.19","17.59"
"2019-11-01 11:15","4.11","17.59"
"2019-11-01 11:30","4.09","17.59"
"2019-11-01 11:45","4.16","17.59"
"2019-11-01 12:00","4.18","18.89"
"2019-11-01 12:15","3.84","18.89"
"2019-11-01 12:30","3.88","18.89"
"2019-11-01 12:45","4.0","18.89"
"2019-11-01 13:00","4.02","20.47"
"2019-11-01 13:15","3.98","20.47"
"2019-11-01 13:30","3.92","20.47"
"2019-11-01 13:45","4.09","20.47"
"2019-11-01 14:00","3.91","21.59"
"2019-11-01 14:15","4.03","21.59"
"2019-11-01 14:30","4.05","21.59"
"2019-11-01 14:45","3.98","21.59"
"2019-11-01 15:00","3.83","22.89"
"2019-11-01 15:15","4.01","22.89"
"2019-11-01 15:30","3.91","22.89"
"2019-11-01 15:45","3.8","22.89"
"2019-11-01 16:00","3.97","22.08"
"2019-11-01 16:15","3.94","22.08"
"2019-11-01 16:30","4.01","22.08"
"2019-11-01 16:45","3.8","22.08"
"2019-11-01 17:00","3.46","21.75"
"2019-11-01 17:15","3.4","21.75"
"2019-11-01 17:30","3.71","21.75"
"2019-11-01 17:45","3.71","21.75"
"2019-11-01 18:00","3.59","19.61"
"2019-11-01 18:15","3.67","19.61"
"2019-11-01 18:30","3.66","19.61"
"2019-11-01 18:45","3.76","19.61"
"2019-11-01 19:00","3.88","18.6"
"2019-11-01 19:15","4.03","18.6"
"2019-11-01 19:30","4.04","18.6"
"2019-11-01 19:45","3.87","18.6"
"2019-11-01 20:00","3.83","18.83"
"2019-11-01 20:15","3.5","18.83"
"2019-11-01 20:30","2.8","18.83"
"2019-11-01 20:45","2.29","18.83"
"2019-11-01 21:00","2.31","16.24"
"2019-11-01 21:15","2.3","16.24"
"2019-11-01 21:30","2.32","16.24"
"2019-11-01 21:45","0.7467","16.24"
"2019-11-01 22:00","0.0","15.82"
"2019-11-01 22:15","0.0","15.82"
"2019-11-01 22:30","0.0","15.82"
"2019-11-01 22:45","0.0","15.82"
"2019-11-01 23:00","0.0","15.47"
"2019-11-01 23:15","0.0","15.47"
"2019-11-01 23:30","0.0","15.47"
"2019-11-01 23:45","0.0","15.47"
"2019-11-02 00:00","0.0","14.34"
"2019-11-02 00:15","0.0","14.34"
"2019-11-02 00:30","0.0","14.34"
"2019-11-02 00:45","0.0","14.34"
"2019-11-02 01:00","0.0","14.32"
"2019-11-02 01:15","0.0","14.32"
"2019-11-02 01:30","0.0","14.32"
"2019-11-02 01:45","0.0","14.32"
"2019-11-02 02:00","0.0","13.2"
"2019-11-02 02:15","0.0","13.2"
"2019-11-02 02:30","0.0","13.2"
"2019-11-02 02:45","0.0","13.2"
"2019-11-02 03:00","0.0","13.2"
"2019-11-02 03:15","0.0","13.2"
"2019-11-02 03:30","0.0","13.2"
"2019-11-02 03:45","0.0","13.2"
"2019-11-02 04:00","0.0","12.82"
"2019-11-02 04:15","0.0","12.82"
"2019-11-02 04:30","0.0","12.82"
"2019-11-02 04:45","0.0","12.82"
"2019-11-02 05:00","0.0","12.16"
"2019-11-02 05:15","0.0","12.16"
"2019-11-02 05:30","0.0","12.16"
"2019-11-02 05:45","0.0","12.16"
"2019-11-02 06:00","0.0","12.16"
"2019-11-02 06:15","0.0","12.16"
"2019-11-02 06:30","0.0","12.16"
"2019-11-02 06:45","0.0","12.16"
"2019-11-02 07:00","0.0","12.24"
"2019-11-02 07:15","0.0","12.24"
"2019-11-02 07:30","0.0","12.24"
"2019-11-02 07:45","0.0","12.24"
"2019-11-02 08:00","0.0","13.93"
"2019-11-02 08:15","0.923","13.93"
"2019-11-02 08:30","2.43","13.93"
"2019-11-02 08:45","2.6","13.93"
"2019-11-02 09:00","3.72","15.69"
"2019-11-02 09:15","3.44","15.69"
"2019-11-02 09:30","4.19","15.69"
"2019-11-02 09:45","4.15","15.69"
"2019-11-02 10:00","4.14","17.54"
"2019-11-02 10:15","4.02","17.54"
"2019-11-02 10:30","4.12","17.54"
"2019-11-02 10:45","4.12","17.54"
"2019-11-02 11:00","4.15","18.52"
"2019-11-02 11:15","4.14","18.52"
"2019-11-02 11:30","4.07","18.52"
"2019-11-02 11:45","4.03","18.52"
"2019-11-02 12:00","4.09","20.11"
"2019-11-02 12:15","4.02","20.11"
"2019-11-02 12:30","4.01","20.11"
"2019-11-02 12:45","4.08","20.11"
