"Time stamp","Tablero A   (kW)","OLG02 - CDMX Santa Fe - 204 temperatures (℃)"
"2018-10-01 00:00","0.0","12.4"
"2018-10-01 00:15","0.0","12.4"
"2018-10-01 00:30","0.0","12.4"
"2018-10-01 00:45","0.0","12.4"
"2018-10-01 01:00","0.0","12.3"
"2018-10-01 01:15","0.0","12.3"
"2018-10-01 01:30","0.0","12.3"
"2018-10-01 01:45","0.0","12.3"
"2018-10-01 02:00","0.0","12.2"
"2018-10-01 02:15","0.0","12.2"
"2018-10-01 02:30","0.0","12.2"
"2018-10-01 02:45","0.0","12.2"
"2018-10-01 03:00","0.0","12.2"
"2018-10-01 03:15","0.0","12.2"
"2018-10-01 03:30","0.0","12.2"
"2018-10-01 03:45","0.0","12.2"
"2018-10-01 04:00","0.0","11.9"
"2018-10-01 04:15","0.0","11.9"
"2018-10-01 04:30","0.0","11.9"
"2018-10-01 04:45","0.0","11.9"
"2018-10-01 05:00","0.0","11.9"
"2018-10-01 05:15","0.0","11.9"
"2018-10-01 05:30","0.0","11.9"
"2018-10-01 05:45","0.0","11.9"
"2018-10-01 06:00","0.0","12.0"
"2018-10-01 06:15","0.0","12.0"
"2018-10-01 06:30","0.0","12.0"
"2018-10-01 06:45","0.0","12.0"
"2018-10-01 07:00","0.0","12.0"
"2018-10-01 07:15","0.0","12.0"
"2018-10-01 07:30","0.0","12.0"
"2018-10-01 07:45","0.0","12.0"
"2018-10-01 08:00","0.0","12.7"
"2018-10-01 08:15","0.0","12.7"
"2018-10-01 08:30","0.0","12.7"
"2018-10-01 08:45","0.0","12.7"
"2018-10-01 09:00","1.24","12.9"
"2018-10-01 09:15","2.33","12.9"
"2018-10-01 09:30","2.36","12.9"
"2018-10-01 09:45","2.3","12.9"
"2018-10-01 10:00","2.54","14.9"
"2018-10-01 10:15","2.54","14.9"
"2018-10-01 10:30","2.5","14.9"
"2018-10-01 10:45","2.58","14.9"
"2018-10-01 11:00","2.7","16.4"
"2018-10-01 11:15","2.51","16.4"
"2018-10-01 11:30","2.65","16.4"
"2018-10-01 11:45","2.95","16.4"
"2018-10-01 12:00","2.83","19.1"
"2018-10-01 12:15","2.91","19.1"
"2018-10-01 12:30","3.33","19.1"
"2018-10-01 12:45","3.81","19.1"
"2018-10-01 13:00","4.38","18.5"
"2018-10-01 13:15","4.59","18.5"
"2018-10-01 13:30","4.58","18.5"
"2018-10-01 13:45","4.57","18.5"
"2018-10-01 14:00","4.52","19.0"
"2018-10-01 14:15","4.49","19.0"
"2018-10-01 14:30","4.73","19.0"
"2018-10-01 14:45","4.54","19.0"
"2018-10-01 15:00","4.62","19.6"
"2018-10-01 15:15","4.56","19.6"
"2018-10-01 15:30","4.56","19.6"
"2018-10-01 15:45","4.59","19.6"
"2018-10-01 16:00","4.59","19.3"
"2018-10-01 16:15","4.61","19.3"
"2018-10-01 16:30","4.78","19.3"
"2018-10-01 16:45","4.76","19.3"
"2018-10-01 17:00","4.6","18.4"
"2018-10-01 17:15","4.4","18.4"
"2018-10-01 17:30","4.42","18.4"
