"Time stamp","Interruptor Principal   (V)"
"2019-09-06 05:30","126.65"
"2019-09-06 05:45","126.79"
"2019-09-06 06:00","126.59"
"2019-09-06 06:15","126.15"
"2019-09-06 06:30","125.86"
"2019-09-06 06:45","125.92"
"2019-09-06 07:00","125.44"
"2019-09-06 07:15","125.65"
"2019-09-06 07:30","125.54"
"2019-09-06 07:45","125.15"
"2019-09-06 08:00","124.99"
"2019-09-06 08:15","124.84"
"2019-09-06 08:30","124.7"
"2019-09-06 08:45","125.25"
"2019-09-06 09:00","126.06"
"2019-09-06 09:15","125.78"
"2019-09-06 09:30","125.56"
"2019-09-06 09:45","124.97"
"2019-09-06 10:00","124.92"
"2019-09-06 10:15","124.88"
"2019-09-06 10:30","125.34"
"2019-09-06 10:45","124.99"
"2019-09-06 11:00","125.28"
"2019-09-06 11:15","125.2"
"2019-09-06 11:30","124.88"
"2019-09-06 11:45","124.77"
"2019-09-06 12:00","123.78"
"2019-09-06 12:15","123.32"
"2019-09-06 12:30","123.57"
"2019-09-06 12:45","123.78"
"2019-09-06 13:00","123.64"
"2019-09-06 13:15","123.72"
"2019-09-06 13:30","123.05"
"2019-09-06 13:45","123.29"
"2019-09-06 14:00","123.02"
"2019-09-06 14:15","123.38"
"2019-09-06 14:30","123.32"
"2019-09-06 14:45","123.0"
"2019-09-06 15:00","123.31"
"2019-09-06 15:15","123.16"
"2019-09-06 15:30","123.8"
"2019-09-06 15:45","123.42"
"2019-09-06 16:00","123.19"
"2019-09-06 16:15","123.49"
"2019-09-06 16:30","123.92"
"2019-09-06 16:45","124.46"
"2019-09-06 17:00","124.71"
"2019-09-06 17:15","124.77"
"2019-09-06 17:30","124.06"
"2019-09-06 17:45","124.4"
"2019-09-06 18:00","124.65"
"2019-09-06 18:15","125.08"
"2019-09-06 18:30","123.86"
"2019-09-06 18:45","124.72"
"2019-09-06 19:00","124.38"
"2019-09-06 19:15","125.31"
"2019-09-06 19:30","124.74"
"2019-09-06 19:45","124.39"
"2019-09-06 20:00","125.37"
"2019-09-06 20:15","125.71"
"2019-09-06 20:30","125.75"
"2019-09-06 20:45","126.02"
"2019-09-06 21:00","126.69"
"2019-09-06 21:15","126.98"
"2019-09-06 21:30","126.91"
"2019-09-06 21:45","127.26"
"2019-09-06 22:00","127.14"
"2019-09-06 22:15","127.19"
"2019-09-06 22:30","127.12"
"2019-09-06 22:45","127.1"
"2019-09-06 23:00","127.17"
"2019-09-06 23:15","127.34"
"2019-09-06 23:30","127.59"
"2019-09-06 23:45","127.65"
