"Time stamp","Interruptor Principal   (A)","Lavaloza   (A)","Tablero A   (A)","Tablero B   (A)","Tablero C   (A)","Tablero D   (A)","Tablero E   (A)"
"2018-11-01 00:00","25.08","0.0","0.0","21.64","2.31","1.32","0.0"
"2018-11-01 00:15","27.18","0.0","0.0","24.13","2.35","0.636","0.0"
"2018-11-01 00:30","26.98","0.0","0.0","23.42","2.41","1.61","0.0"
"2018-11-01 00:45","27.39","0.0","0.0","23.5","2.46","0.958","0.0"
"2018-11-01 01:00","31.69","0.0","0.0","27.86","2.44","1.61","0.0"
"2018-11-01 01:15","34.42","0.0","0.0","30.1","1.93","1.97","0.0"
"2018-11-01 01:30","30.11","0.0","0.0","26.92","1.62","1.0","0.0"
"2018-11-01 01:45","27.52","0.0","0.0","24.21","2.36","0.971","0.0"
"2018-11-01 02:00","26.91","0.0","0.0","23.17","2.27","2.0","0.0"
"2018-11-01 02:15","26.16","0.0","0.0","22.39","2.36","1.95","0.0"
"2018-11-01 02:30","24.64","0.0","0.0","20.79","2.44","1.28","0.0"
"2018-11-01 02:45","27.58","0.0","0.0","24.08","2.41","0.992","0.0"
"2018-11-01 03:00","24.6","0.0","0.0","21.52","2.35","0.942","0.0"
"2018-11-01 03:15","23.12","0.0","0.0","19.16","1.93","1.94","0.0"
"2018-11-01 03:30","30.95","0.0","0.0","27.36","1.63","1.63","0.0"
"2018-11-01 03:45","24.01","0.0","0.0","20.41","1.75","1.6","0.0"
"2018-11-01 04:00","27.33","0.0","0.0","24.17","1.72","0.99","0.0"
"2018-11-01 04:15","22.25","0.0","0.0","19.14","1.72","1.28","0.0"
"2018-11-01 04:30","30.1","0.0","0.0","26.12","1.96","0.956","0.0"
"2018-11-01 04:45","22.67","0.0","0.0","19.1","1.75","1.94","0.0"
"2018-11-01 05:00","25.9","0.0","0.0","22.34","1.76","1.29","0.0"
"2018-11-01 05:15","28.9","0.0","0.0","26.2","1.72","0.64","0.0"
"2018-11-01 05:30","24.81","0.0","0.0","21.53","1.63","1.92","0.0"
"2018-11-01 05:45","27.23","0.0","0.0","23.58","1.77","1.62","0.0"
"2018-11-01 06:00","23.07","0.0","0.0","19.52","1.72","1.56","0.0"
"2018-11-01 06:15","25.55","0.0","0.0","22.97","1.62","0.651","0.0"
"2018-11-01 06:30","24.49","0.0","0.0","21.13","1.72","1.59","0.0"
"2018-11-01 06:45","26.12","0.0","0.0","22.19","2.03","1.58","0.0"
"2018-11-01 07:00","28.54","0.0","0.0","24.96","1.62","1.58","0.0"
"2018-11-01 07:15","29.96","0.0","0.0","26.82","1.72","0.662","0.0"
"2018-11-01 07:30","26.55","0.0","0.0","23.27","1.72","1.58","0.0"
"2018-11-01 07:45","21.79","0.0","0.0","18.43","1.62","1.58","0.0"
"2018-11-01 08:00","19.55","0.0","0.0","16.27","1.76","1.57","0.0"
"2018-11-01 08:15","20.5","0.0","0.477","17.25","1.68","0.645","0.0"
"2018-11-01 08:30","22.16","0.0","6.27","13.54","1.66","1.27","0.0"
"2018-11-01 08:45","48.84","0.0","6.62","20.49","2.06","1.6","0.0"
"2018-11-01 09:00","62.96","0.0","6.79","20.97","8.11","1.95","0.0"
"2018-11-01 09:15","60.19","0.0","6.76","20.74","5.77","1.97","0.0"
"2018-11-01 09:30","73.47","0.0","6.68","27.79","5.94","0.669","0.0"
"2018-11-01 09:45","73.12","0.0","6.58","23.04","6.48","1.63","0.0"
"2018-11-01 10:00","89.66","0.0","6.74","31.45","5.36","0.976","0.0"
"2018-11-01 10:15","94.43","0.0","6.66","21.43","6.33","0.323","0.0"
"2018-11-01 10:30","113.68","23.17","6.53","27.09","4.36","1.33","0.0"
"2018-11-01 10:45","85.86","0.0","6.52","26.22","4.39","1.01","0.0"
"2018-11-01 11:00","70.61","0.0","6.44","28.88","5.88","0.655","0.0"
"2018-11-01 11:15","58.36","11.58","6.44","7.99","3.25","1.67","0.0"
"2018-11-01 11:30","97.32","27.9","6.56","13.58","4.62","2.0","0.0"
"2018-11-01 11:45","101.74","28.84","6.53","5.59","4.9","0.333","0.0"
"2018-11-01 12:00","74.08","0.0","6.51","13.79","4.49","1.36","8.69"
"2018-11-01 12:15","103.62","10.35","6.61","16.42","7.17","1.72","33.75"
"2018-11-01 12:30","75.02","0.0","6.59","13.51","4.02","1.37","33.82"
"2018-11-01 12:45","138.55","39.54","6.28","12.14","4.59","1.39","33.65"
"2018-11-01 13:00","127.83","11.5","8.71","17.45","4.0","2.72","41.13"
"2018-11-01 13:15","124.0","0.0","11.46","20.72","4.3","4.69","49.0"
"2018-11-01 13:30","113.61","0.0","11.24","17.6","7.39","4.64","48.81"
"2018-11-01 13:45","157.56","9.59","11.2","14.35","4.66","4.61","48.7"
"2018-11-01 14:00","169.26","5.75","11.15","14.78","4.71","4.63","48.72"
"2018-11-01 14:15","150.56","5.67","11.18","16.18","4.94","4.59","48.6"
"2018-11-01 14:30","191.48","36.64","11.16","10.44","5.05","4.62","48.31"
"2018-11-01 14:45","250.0","43.68","11.11","18.4","5.49","4.61","48.44"
"2018-11-01 15:00","201.06","44.27","11.0","8.69","4.74","4.63","48.53"
"2018-11-01 15:15","191.21","39.75","11.21","19.57","4.36","4.61","48.59"
"2018-11-01 15:30","172.1","39.16","11.11","18.6","5.73","4.66","48.79"
"2018-11-01 15:45","203.4","31.9","11.26","19.72","5.17","4.61","48.75"
"2018-11-01 16:00","212.12","4.03","11.19","19.57","5.85","4.63","48.97"
"2018-11-01 16:15","175.15","15.77","11.14","11.47","4.77","4.59","48.91"
"2018-11-01 16:30","196.52","37.58","11.48","22.02","5.7","4.62","48.83"
"2018-11-01 16:45","190.77","23.76","11.26","8.15","4.44","4.6","48.74"
"2018-11-01 17:00","135.41","5.87","10.51","8.93","4.34","4.62","48.79"
"2018-11-01 17:15","151.15","20.91","10.32","11.68","4.9","4.61","48.89"
"2018-11-01 17:30","192.56","39.62","10.48","8.28","5.15","4.57","48.9"
"2018-11-01 17:45","119.21","9.51","10.16","12.77","4.95","4.58","48.63"
"2018-11-01 18:00","107.97","0.0","9.95","20.02","3.57","4.56","48.92"
"2018-11-01 18:15","103.92","0.0","10.06","11.04","3.16","4.56","49.12"
"2018-11-01 18:30","198.19","51.05","10.37","16.28","3.12","4.56","49.1"
"2018-11-01 18:45","190.85","16.82","10.37","11.35","3.76","4.56","49.07"
"2018-11-01 19:00","211.99","36.35","10.32","12.65","3.86","4.56","48.9"
"2018-11-01 19:15","204.24","45.29","10.42","12.97","3.76","4.55","48.7"
"2018-11-01 19:30","179.28","5.56","10.5","17.27","2.23","4.34","48.65"
"2018-11-01 19:45","199.19","38.34","10.44","20.0","3.27","4.26","48.65"
"2018-11-01 20:00","190.88","36.85","10.46","8.44","3.31","4.26","48.78"
"2018-11-01 20:15","163.89","5.44","10.69","14.67","2.68","4.27","49.01"
"2018-11-01 20:30","83.46","5.72","10.59","8.65","2.26","4.46","49.05"
"2018-11-01 20:45","71.41","0.0","10.71","13.44","1.75","4.53","49.02"
"2018-11-01 21:00","37.58","0.0","10.31","10.28","1.75","2.58","16.34"
"2018-11-01 21:15","22.33","0.0","1.34","18.21","1.74","0.639","0.0"
"2018-11-01 21:30","18.51","0.0","0.0","15.58","1.75","1.96","0.0"
"2018-11-01 21:45","19.66","0.0","0.0","16.9","1.7","1.65","0.0"
"2018-11-01 22:00","15.39","0.0","0.0","12.94","1.68","0.971","0.0"
"2018-11-01 22:15","19.04","0.0","0.0","16.15","1.75","1.6","0.0"
"2018-11-01 22:30","17.81","0.0","0.0","14.29","1.86","0.944","0.0"
"2018-11-01 22:45","21.11","0.0","0.0","17.84","2.41","0.32","0.0"
"2018-11-01 23:00","18.82","0.0","0.0","15.81","2.37","1.29","0.0"
"2018-11-01 23:15","17.89","0.0","0.0","15.05","2.35","1.29","0.0"
"2018-11-01 23:30","13.92","0.0","0.0","11.67","2.36","0.636","0.0"
"2018-11-01 23:45","22.95","0.0","0.0","19.75","2.35","0.336","0.0"
"2018-11-02 00:00","14.8","0.0","0.0","11.82","2.44","1.28","0.0"
