"Time stamp","Interruptor Principal   (A)","Lavaloza   (A)","Tablero A   (A)","Tablero B   (A)","Tablero C   (A)","Tablero D   (A)","Tablero E   (A)"
"2019-05-01 00:00","30.18","0.0","0.0","23.12","2.77","3.61","2.18"
"2019-05-01 00:15","28.9","0.0","0.0","22.24","2.95","3.34","2.08"
"2019-05-01 00:30","30.22","0.0","0.0","23.08","2.12","3.06","2.15"
"2019-05-01 00:45","31.17","0.0","0.0","24.63","2.83","3.07","2.06"
"2019-05-01 01:00","30.19","0.0","0.0","23.24","2.92","3.1","2.1"
"2019-05-01 01:15","33.38","0.0","0.0","26.24","2.79","3.87","2.03"
"2019-05-01 01:30","36.09","0.0","0.0","28.19","2.25","3.56","2.16"
"2019-05-01 01:45","36.84","0.0","0.0","29.16","2.84","4.02","2.16"
"2019-05-01 02:00","31.2","0.0","0.0","24.03","2.77","3.73","2.0"
"2019-05-01 02:15","34.7","0.0","0.0","27.62","2.97","3.1","1.92"
"2019-05-01 02:30","25.96","0.0","0.0","19.14","2.21","3.05","2.16"
"2019-05-01 02:45","32.04","0.0","0.0","25.41","2.92","2.65","1.99"
"2019-05-01 03:00","28.3","0.0","0.0","21.45","2.86","3.05","2.12"
"2019-05-01 03:15","35.6","0.0","0.0","28.34","2.78","3.53","2.09"
"2019-05-01 03:30","26.42","0.0","0.0","19.01","2.22","3.52","2.15"
"2019-05-01 03:45","31.91","0.0","0.0","24.87","2.87","3.05","2.03"
"2019-05-01 04:00","28.54","0.0","0.0","21.79","2.85","2.61","2.33"
"2019-05-01 04:15","31.88","0.0","0.0","25.05","2.95","2.61","1.96"
"2019-05-01 04:30","26.68","0.0","0.0","19.9","2.19","2.6","2.18"
"2019-05-01 04:45","36.43","0.0","0.0","29.32","2.77","3.86","2.18"
"2019-05-01 05:00","26.21","0.0","0.0","19.16","2.94","3.9","2.02"
"2019-05-01 05:15","31.48","0.0","0.0","24.18","2.88","3.88","2.1"
"2019-05-01 05:30","28.37","0.0","0.0","21.41","2.85","3.03","2.1"
"2019-05-01 05:45","31.12","0.0","0.0","24.13","2.21","2.98","2.05"
