"Time stamp","Interruptor Principal   (A)","Lavaloza   (A)","Tablero A   (A)","Tablero B   (A)","Tablero C   (A)","Tablero D   (A)","Tablero E   (A)"
"2018-06-01 00:00","43.93","0.0","3.39","16.26","1.89","3.63","22.68"
"2018-06-01 00:15","36.79","0.0","2.24","10.38","1.77","3.63","22.67"
"2018-06-01 00:30","32.4","0.0","0.0","7.22","1.75","3.63","22.61"
"2018-06-01 00:45","36.3","0.0","0.0","10.5","1.74","3.65","22.56"
"2018-06-01 01:00","34.61","0.0","0.0","8.86","1.91","3.85","22.39"
"2018-06-01 01:15","34.65","0.0","0.0","9.27","1.7","3.64","22.44"
"2018-06-01 01:30","36.24","0.0","0.0","10.63","1.82","3.69","22.4"
"2018-06-01 01:45","31.28","0.0","0.0","6.21","1.8","3.69","22.3"
"2018-06-01 02:00","35.56","0.0","0.0","10.79","1.78","3.58","22.28"
"2018-06-01 02:15","36.27","0.0","0.0","11.45","1.73","3.68","22.26"
"2018-06-01 02:30","42.17","0.0","0.0","14.72","3.47","3.59","22.26"
"2018-06-01 02:45","40.18","0.0","0.0","14.15","1.86","3.6","22.28"
"2018-06-01 03:00","36.88","0.0","0.0","11.36","1.77","3.57","22.14"
"2018-06-01 03:15","34.12","0.0","0.0","8.86","1.71","3.53","22.21"
"2018-06-01 03:30","39.21","0.0","0.0","13.46","1.8","3.42","22.2"
"2018-06-01 03:45","29.51","0.0","0.0","4.77","1.81","3.51","22.14"
"2018-06-01 04:00","39.76","0.0","0.0","13.91","1.86","3.54","22.17"
"2018-06-01 04:15","29.3","0.0","0.0","4.62","1.71","3.4","22.14"
"2018-06-01 04:30","32.07","0.0","0.0","6.74","1.83","3.52","22.12"
"2018-06-01 04:45","37.75","0.0","0.0","12.34","1.72","3.51","22.11"
"2018-06-01 05:00","32.04","0.0","0.0","7.14","1.8","3.51","22.09"
"2018-06-01 05:15","36.74","0.0","0.0","11.13","1.94","3.49","22.09"
"2018-06-01 05:30","29.31","0.0","0.0","4.62","1.72","3.51","22.2"
"2018-06-01 05:45","33.76","0.0","0.0","8.41","1.81","3.54","22.14"
"2018-06-01 06:00","38.99","0.0","0.0","13.43","1.75","3.53","22.18"
"2018-06-01 06:15","29.34","0.0","0.0","4.66","1.85","3.55","22.15"
"2018-06-01 06:30","29.85","0.0","0.0","5.26","1.75","3.54","22.13"
"2018-06-01 06:45","40.27","0.0","0.0","14.72","1.73","3.42","22.19"
"2018-06-01 07:00","30.92","0.0","0.0","5.57","1.89","3.52","22.21"
"2018-06-01 07:15","32.31","0.0","0.0","7.23","1.77","3.52","22.24"
