"Time stamp","Interruptor Principal   (A)","Lavaloza   (A)","Tablero A   (A)","Tablero B   (A)","Tablero C   (A)","Tablero D   (A)","Tablero E   (A)"
"2019-07-01 00:00","30.37","0.0","0.0","29.08","0.0","0.356","0.0"
"2019-07-01 00:15","23.51","0.0","0.0","20.92","0.0","3.33","0.0"
"2019-07-01 00:30","26.95","0.0","0.0","25.9","0.0","0.376","0.0"
"2019-07-01 00:45","24.68","0.0","0.0","21.82","0.0","3.01","0.0"
"2019-07-01 01:00","27.54","0.0","0.0","26.37","0.0","0.675","0.0"
"2019-07-01 01:15","23.4","0.0","0.0","20.99","0.0","2.66","0.0"
"2019-07-01 01:30","28.88","0.0","0.0","26.85","0.0","1.78","0.0"
"2019-07-01 01:45","31.39","0.0","0.0","29.24","1.02","0.876","0.0"
"2019-07-01 02:00","33.27","0.0","0.0","29.86","0.993","3.1","0.0"
"2019-07-01 02:15","34.08","0.0","0.0","31.84","0.982","0.36","0.0"
"2019-07-01 02:30","36.02","0.0","0.0","32.27","0.505","3.47","0.0"
"2019-07-01 02:45","41.32","0.0","0.0","38.76","0.984","0.36","0.0"
"2019-07-01 03:00","28.48","0.0","0.0","24.88","0.0","5.01","0.0"
"2019-07-01 03:15","29.77","0.0","0.0","28.27","0.488","0.351","0.0"
"2019-07-01 03:30","24.39","0.0","0.0","22.47","0.0","1.42","0.0"
"2019-07-01 03:45","29.18","0.0","0.0","26.22","0.0","3.57","0.0"
"2019-07-01 04:00","23.89","0.0","0.0","22.59","0.0","0.523","0.0"
"2019-07-01 04:15","26.83","0.0","0.0","23.23","0.0","4.4","0.0"
"2019-07-01 04:30","24.21","0.0","0.0","23.13","0.0","0.488","0.0"
"2019-07-01 04:45","26.66","0.0","0.0","25.24","0.0","0.789","0.0"
"2019-07-01 05:00","22.29","0.0","0.0","20.39","0.0","2.09","0.0"
"2019-07-01 05:15","31.04","0.0","0.0","28.63","0.0","1.86","0.0"
"2019-07-01 05:30","24.63","0.0","0.0","21.3","0.457","3.53","0.0"
"2019-07-01 05:45","25.68","0.0","0.0","23.98","0.533","0.282","0.0"
"2019-07-01 06:00","23.25","0.0","0.0","19.67","1.5","3.88","0.0"
"2019-07-01 06:15","28.03","0.0","0.398","25.3","1.0","1.74","0.0"
"2019-07-01 06:30","22.83","0.0","6.15","15.27","0.485","1.49","0.0"
"2019-07-01 06:45","43.5","0.0","6.44","10.19","1.36","4.9","18.14"
"2019-07-01 07:00","111.51","0.0","6.86","9.25","2.7","0.327","79.24"
"2019-07-01 07:15","83.4","0.0","11.61","13.48","2.42","2.34","46.97"
"2019-07-01 07:30","90.84","0.0","11.62","8.67","4.22","3.9","55.09"
"2019-07-01 07:45","98.7","0.0","11.66","18.58","14.05","0.531","46.56"
"2019-07-01 08:00","105.41","0.0","11.63","18.25","11.75","3.74","55.82"
"2019-07-01 08:15","91.27","0.0","11.59","12.02","4.98","3.32","47.03"
"2019-07-01 08:30","97.38","0.0","11.56","13.77","9.28","0.238","53.69"
"2019-07-01 08:45","114.39","11.51","11.65","16.09","6.77","4.29","46.3"
"2019-07-01 09:00","156.48","11.46","11.62","18.41","4.92","1.15","55.62"
"2019-07-01 09:15","104.46","0.0","11.93","5.91","6.07","1.88","48.43"
"2019-07-01 09:30","118.33","0.0","11.93","16.52","4.89","1.18","52.5"
"2019-07-01 09:45","158.24","39.1","11.96","6.88","5.45","2.88","50.96"
"2019-07-01 10:00","95.65","0.0","11.37","15.24","4.12","2.19","51.12"
"2019-07-01 10:15","113.4","0.0","11.87","7.92","6.25","0.446","55.08"
"2019-07-01 10:30","105.05","0.0","11.75","15.4","7.68","4.88","46.08"
"2019-07-01 10:45","130.74","5.72","11.82","12.57","4.42","0.53","55.83"
"2019-07-01 11:00","129.3","5.61","11.61","12.85","4.46","2.66","46.06"
"2019-07-01 11:15","129.48","0.0","11.4","11.06","6.08","0.531","55.16"
"2019-07-01 11:30","124.81","0.0","11.22","16.27","5.08","4.05","45.94"
"2019-07-01 11:45","161.72","28.73","11.34","13.38","4.51","0.535","56.1"
"2019-07-01 12:00","166.53","5.78","11.35","11.86","4.97","3.33","52.96"
"2019-07-01 12:15","99.27","0.0","11.39","11.35","3.89","0.308","51.77"
"2019-07-01 12:30","157.69","28.5","11.62","19.75","3.86","3.4","58.71"
"2019-07-01 12:45","177.97","45.67","11.71","17.21","7.88","0.319","47.77"
"2019-07-01 13:00","174.08","33.81","11.98","19.31","4.69","2.54","57.77"
"2019-07-01 13:15","169.03","32.57","11.71","7.77","4.59","0.301","54.47"
"2019-07-01 13:30","171.94","0.0","11.53","18.43","4.95","3.1","51.6"
"2019-07-01 13:45","215.47","21.39","11.51","9.89","5.91","0.529","59.78"
"2019-07-01 14:00","238.49","38.94","11.58","14.1","5.66","2.76","49.59"
"2019-07-01 14:15","239.49","41.61","11.61","14.3","5.21","0.321","57.43"
"2019-07-01 14:30","208.88","41.32","11.6","20.65","4.21","2.76","59.13"
"2019-07-01 14:45","216.52","48.28","11.75","21.71","4.75","0.734","48.27"
"2019-07-01 15:00","238.73","32.21","12.04","18.53","5.29","1.65","57.55"
"2019-07-01 15:15","229.51","53.73","12.12","17.09","5.36","2.41","51.25"
"2019-07-01 15:30","224.76","43.47","11.99","16.72","5.69","0.296","55.4"
"2019-07-01 15:45","224.64","43.29","11.58","16.67","5.66","2.15","56.8"
"2019-07-01 16:00","243.8","55.43","11.79","18.51","5.92","2.54","48.1"
"2019-07-01 16:15","186.79","22.13","11.55","18.5","4.33","0.306","58.19"
"2019-07-01 16:30","219.24","58.05","11.69","18.46","4.01","2.16","48.08"
"2019-07-01 16:45","220.44","54.13","11.79","18.27","5.75","1.52","57.06"
"2019-07-01 17:00","199.1","26.67","12.0","20.07","6.02","1.67","53.24"
"2019-07-01 17:15","226.52","45.59","11.74","20.58","5.83","0.939","54.28"
"2019-07-01 17:30","212.03","47.5","11.47","14.02","5.68","1.66","57.59"
"2019-07-01 17:45","153.21","18.27","11.5","16.74","4.85","2.97","48.29"
"2019-07-01 18:00","173.37","38.63","10.78","17.43","5.33","0.592","58.52"
"2019-07-01 18:15","160.3","34.91","10.43","6.79","4.39","2.38","55.93"
