"Time stamp","Interruptor Principal   (A)","Lavaloza   (A)","Tablero A   (A)","Tablero B   (A)","Tablero C   (A)","Tablero D   (A)","Tablero E   (A)"
"2019-02-01 00:00","21.25","0.0","0.0","15.71","2.76","0.982","2.66"
"2019-02-01 00:15","21.86","0.0","0.0","15.81","2.77","1.64","2.29"
"2019-02-01 00:30","24.41","0.0","0.0","18.36","2.78","1.33","2.6"
"2019-02-01 00:45","25.4","0.0","0.0","18.97","2.1","0.972","2.44"
"2019-02-01 01:00","27.7","0.0","0.0","21.62","2.75","1.34","2.67"
"2019-02-01 01:15","28.87","0.0","0.0","22.93","2.76","0.326","2.54"
"2019-02-01 01:30","22.86","0.0","0.0","17.03","2.78","1.65","1.7"
"2019-02-01 01:45","26.12","0.0","0.0","19.63","2.18","0.982","1.58"
"2019-02-01 02:00","21.25","0.0","0.0","15.07","2.74","0.657","2.73"
"2019-02-01 02:15","25.91","0.0","0.0","19.46","2.76","2.0","1.52"
"2019-02-01 02:30","18.82","0.0","0.0","13.15","2.71","1.31","2.65"
"2019-02-01 02:45","23.64","0.0","0.0","17.77","2.71","0.974","2.54"
"2019-02-01 03:00","22.97","0.0","0.0","16.83","2.03","0.65","2.64"
"2019-02-01 03:15","21.83","0.0","0.0","15.63","2.75","1.65","2.62"
"2019-02-01 03:30","23.55","0.0","0.0","17.21","2.79","1.31","2.46"
"2019-02-01 03:45","18.71","0.0","0.0","12.97","2.79","0.991","2.62"
"2019-02-01 04:00","27.42","0.0","0.0","21.5","2.18","0.97","2.62"
"2019-02-01 04:15","19.23","0.0","0.0","12.99","2.79","0.649","2.47"
"2019-02-01 04:30","22.31","0.0","0.0","16.0","2.75","0.646","2.69"
"2019-02-01 04:45","22.64","0.0","0.0","16.51","2.77","1.96","2.61"
"2019-02-01 05:00","21.04","0.0","0.0","15.78","2.77","0.656","1.6"
"2019-02-01 05:15","24.74","0.0","0.0","18.58","2.1","1.62","2.67"
"2019-02-01 05:30","18.84","0.0","0.0","12.74","2.71","1.47","2.59"
"2019-02-01 05:45","25.52","0.0","0.0","19.05","2.77","1.31","2.75"
"2019-02-01 06:00","21.06","0.0","0.0","15.42","2.72","0.654","2.76"
"2019-02-01 06:15","22.87","0.0","0.0","16.94","2.16","1.31","2.44"
"2019-02-01 06:30","25.11","0.0","0.0","18.98","2.78","1.29","2.66"
"2019-02-01 06:45","24.73","0.0","0.0","18.41","2.85","0.96","2.73"
"2019-02-01 07:00","27.46","0.0","0.0","21.51","2.81","0.661","2.51"
"2019-02-01 07:15","28.45","0.0","0.0","22.38","2.05","1.29","2.71"
"2019-02-01 07:30","22.06","0.0","0.0","15.98","2.73","1.27","1.65"
"2019-02-01 07:45","25.78","0.0","0.0","19.29","2.7","1.29","2.75"
"2019-02-01 08:00","21.07","0.0","0.0","15.41","2.75","0.651","2.64"
"2019-02-01 08:15","26.83","0.0","3.72","17.57","2.82","1.3","2.66"
"2019-02-01 08:30","25.91","0.0","6.27","14.13","2.15","0.977","1.59"
"2019-02-01 08:45","49.05","5.74","6.48","22.49","2.77","0.655","2.56"
"2019-02-01 09:00","110.54","22.81","6.39","13.42","7.79","1.65","2.75"
"2019-02-01 09:15","75.31","0.0","6.72","22.66","9.47","0.985","2.75"
"2019-02-01 09:30","67.78","0.0","6.48","14.08","7.07","1.35","2.65"
"2019-02-01 09:45","65.14","0.0","6.98","12.34","10.59","0.661","2.55"
"2019-02-01 10:00","59.18","5.8","6.95","11.54","5.37","1.67","2.59"
