"Time stamp","Interruptor Principal   (A)","Lavaloza   (A)","Tablero A   (A)","Tablero B   (A)","Tablero C   (A)","Tablero D   (A)","Tablero E   (A)"
"2019-06-01 00:00","26.75","0.0","0.0","19.46","2.85","5.4","1.94"
"2019-06-01 00:15","31.87","0.0","0.0","27.09","2.84","0.521","2.21"
"2019-06-01 00:30","23.97","0.0","0.0","19.35","1.63","0.315","2.26"
"2019-06-01 00:45","31.2","0.0","0.0","24.01","2.79","5.16","1.96"
"2019-06-01 01:00","29.99","0.0","0.0","25.57","2.76","0.264","2.0"
"2019-06-01 01:15","29.36","0.0","0.0","25.11","2.77","0.315","2.19"
"2019-06-01 01:30","33.91","0.0","0.0","27.41","2.76","4.47","2.19"
"2019-06-01 01:45","38.2","0.0","0.0","33.29","1.32","0.323","2.19"
"2019-06-01 02:00","33.78","0.0","0.0","29.32","2.73","0.316","1.96"
"2019-06-01 02:15","26.59","0.0","0.0","19.74","2.74","4.72","2.18"
"2019-06-01 02:30","33.75","0.0","0.0","28.87","2.75","0.329","2.1"
"2019-06-01 02:45","26.13","0.0","0.0","21.13","1.35","1.01","1.87"
"2019-06-01 03:00","31.22","0.0","0.0","24.41","2.75","4.54","1.93"
"2019-06-01 03:15","27.34","0.0","0.0","22.81","2.75","0.351","1.93"
"2019-06-01 03:30","31.79","0.0","0.0","26.52","2.76","1.17","2.19"
"2019-06-01 03:45","30.99","0.0","0.0","24.44","1.7","3.84","2.25"
"2019-06-01 04:00","23.3","0.0","0.0","19.0","2.79","0.523","1.93"
"2019-06-01 04:15","33.05","0.0","0.0","27.11","2.8","2.71","2.1"
"2019-06-01 04:30","28.16","0.0","0.0","21.55","1.3","3.67","1.89"
"2019-06-01 04:45","33.23","0.0","0.0","26.77","4.58","0.278","2.09"
"2019-06-01 05:00","23.8","0.0","0.0","19.1","2.82","0.974","2.17"
"2019-06-01 05:15","27.87","0.0","0.0","21.95","2.77","3.55","2.15"
"2019-06-01 05:30","34.27","0.0","0.0","29.49","1.31","0.357","2.23"
"2019-06-01 05:45","26.84","0.0","0.0","20.21","2.82","4.06","1.97"
"2019-06-01 06:00","30.41","0.0","0.0","24.62","1.65","2.18","2.25"
"2019-06-01 06:15","26.43","0.0","0.0","22.17","2.8","0.52","2.16"
"2019-06-01 06:30","27.93","0.0","0.0","22.13","2.81","2.44","2.1"
"2019-06-01 06:45","32.94","0.0","0.0","26.52","2.81","3.72","2.11"
"2019-06-01 07:00","28.58","0.0","0.0","24.34","2.81","0.328","2.14"
"2019-06-01 07:15","30.67","0.0","0.0","25.17","1.31","1.92","2.02"
"2019-06-01 07:30","36.94","0.0","0.0","30.01","2.76","4.25","1.97"
"2019-06-01 07:45","34.82","0.0","0.0","30.08","2.78","0.519","1.93"
"2019-06-01 08:00","30.01","0.0","0.0","25.34","2.8","0.58","2.25"
"2019-06-01 08:15","30.06","0.0","2.46","20.29","1.34","4.88","2.95"
"2019-06-01 08:30","87.26","0.0","6.65","16.57","1.9","0.328","64.7"
"2019-06-01 08:45","75.47","0.0","6.44","6.16","5.46","3.91","35.04"
"2019-06-01 09:00","109.88","0.0","6.23","12.39","5.24","1.07","48.95"
"2019-06-01 09:15","119.62","0.0","11.3","9.92","10.22","1.95","48.3"
"2019-06-01 09:30","160.63","0.0","11.65","18.73","5.35","2.2","52.7"
"2019-06-01 09:45","139.75","0.0","11.55","15.38","6.93","1.4","53.18"
"2019-06-01 10:00","124.51","0.0","12.03","15.13","5.41","3.86","47.59"
"2019-06-01 10:15","115.08","0.0","11.67","15.03","3.17","0.285","55.47"
"2019-06-01 10:30","111.83","0.0","11.61","14.97","2.95","3.77","46.34"
"2019-06-01 10:45","136.73","0.0","11.58","12.86","4.15","0.281","55.88"
"2019-06-01 11:00","98.49","0.0","11.5","7.38","3.65","5.33","51.96"
"2019-06-01 11:15","111.2","0.0","11.54","17.84","3.52","0.483","50.65"
"2019-06-01 11:30","105.18","0.0","11.15","13.98","3.71","2.49","56.43"
"2019-06-01 11:45","118.04","0.0","11.7","19.48","6.49","3.28","52.11"
"2019-06-01 12:00","103.9","0.0","11.85","16.13","3.23","0.435","50.68"
"2019-06-01 12:15","123.71","0.0","11.81","18.86","3.83","4.08","57.11"
"2019-06-01 12:30","125.39","0.0","11.98","19.25","3.56","0.482","57.46"
"2019-06-01 12:45","190.77","27.82","11.97","15.02","3.22","3.54","47.16"
"2019-06-01 13:00","159.53","0.0","11.68","13.38","5.11","1.86","56.87"
"2019-06-01 13:15","140.05","0.0","11.42","13.75","3.92","0.481","57.76"
"2019-06-01 13:30","175.33","17.14","11.56","18.54","4.39","3.85","55.5"
"2019-06-01 13:45","137.65","0.0","11.3","22.21","4.96","0.278","47.53"
"2019-06-01 14:00","194.16","20.83","11.51","22.29","6.49","4.46","56.31"
"2019-06-01 14:15","227.53","32.56","11.34","13.75","5.3","0.525","57.23"
"2019-06-01 14:30","187.0","36.1","11.02","16.6","5.14","1.41","45.55"
"2019-06-01 14:45","248.19","57.86","11.28","15.16","6.09","2.4","39.53"
"2019-06-01 15:00","270.39","45.03","11.31","10.65","5.17","0.835","54.25"
"2019-06-01 15:15","219.24","46.16","11.43","19.09","5.56","2.97","51.04"
"2019-06-01 15:30","188.71","37.58","11.22","8.84","5.0","0.747","47.56"
"2019-06-01 15:45","209.63","27.73","11.38","16.29","5.61","3.3","58.77"
"2019-06-01 16:00","256.78","62.53","11.42","14.7","5.49","0.483","55.71"
"2019-06-01 16:15","196.67","44.01","11.38","13.89","5.31","3.5","46.9"
"2019-06-01 16:30","261.01","72.46","11.34","16.31","5.81","0.482","52.72"
"2019-06-01 16:45","224.74","43.96","11.53","15.9","4.5","3.9","54.85"
"2019-06-01 17:00","221.31","59.82","11.54","19.38","5.04","0.481","51.28"
"2019-06-01 17:15","224.97","47.87","11.68","24.59","5.09","4.13","48.39"
"2019-06-01 17:30","217.75","38.96","11.51","26.12","6.2","0.622","54.37"
"2019-06-01 17:45","231.74","62.41","11.48","11.84","5.53","0.642","50.91"
"2019-06-01 18:00","197.26","47.71","10.93","13.95","5.34","2.88","48.47"
"2019-06-01 18:15","111.9","0.0","10.59","15.68","5.0","1.08","54.23"
"2019-06-01 18:30","181.53","27.47","10.64","10.91","5.34","3.57","45.27"
"2019-06-01 18:45","148.9","20.29","10.58","15.18","4.16","0.523","53.86"
"2019-06-01 19:00","189.95","60.69","10.33","13.14","4.13","4.02","52.47"
"2019-06-01 19:15","110.44","0.0","10.48","12.57","4.07","0.522","46.95"
"2019-06-01 19:30","107.11","0.0","10.27","17.17","3.31","3.42","54.29"
"2019-06-01 19:45","195.47","53.79","10.44","21.04","3.81","0.272","44.21"
"2019-06-01 20:00","214.72","70.48","10.26","17.21","4.36","3.58","54.0"
